index,EN,PT
891,I'm sorry.,Desculpa!
892,I'm sorry.,Desculpe!
893,I'm sorry.,Lamento.
894,I'm sorry.,Me desculpe.
895,I'm sorry.,Sinto muito.
896,I'm stuck.,Estou preso.
897,I'm stuck.,Eu estou presa.
898,I'm stuck.,Eu estou preso.
899,I'm stuck.,Estou presa.
900,I'm timid.,Eu sou tímido.
901,I'm tired.,Estou cansado.
902,I'm tired.,Eu estou cansado!
903,I'm tired.,Estou cansado!
904,I'm upset.,Estou chateado.
905,I'm upset.,Estou chateada.
906,I'm upset.,Eu estou chateado.
907,I'm weird.,Sou estranho.
908,I'm weird.,Estou estranho.
909,I'm wrong.,Estou errado.
910,I'm wrong.,Estou errada.
911,I'm young.,Eu sou jovem.
912,I'm young.,Sou jovem.
913,I'm yours.,Sou seu.
914,I'm yours.,Eu sou seu.
915,I'm yours.,Eu sou sua.
916,I'm yours.,Sou sua.
917,Is Tom OK?,O Tom está bem?
918,Is Tom in?,O Tom está dentro?
919,Is he Tom?,Ele é o Tom?
920,Is he Tom?,É ele o Tom?
921,Is it bad?,É grave?
922,Is it big?,É grande?
923,Is it far?,É longe?
924,Is it hot?,Está calor?
925,Is it you?,É você?
926,Is it you?,És tu?
927,It burned.,Queimou.
928,It failed.,Falhou.
929,It rained.,Estava chovendo.
930,It snowed.,Nevou.
931,It stinks.,Isso fede.
932,It was OK.,Foi bonzinho.
933,It worked.,Funcionou!
934,It's 3:30.,São 3h30.
935,It's 7:45.,São 7h45.
936,It's 8:30.,São 8h30.
937,It's 9:15.,São 9h15.
938,It's a TV.,É uma TV.
939,It's a TV.,Isso é uma TV.
940,It's a TV.,Isto é uma TV.
941,It's cool.,É legal.
942,It's done!,"Pronto, já está!"
943,It's done!,Está pronto!
944,It's done.,Está pronto.
945,It's done.,Está pronta.
946,It's easy.,Isso é fácil.
947,It's easy.,É fácil.
948,It's fair.,É justo.
949,It's fine.,Está bem.
950,It's food.,É comida.
951,It's free.,É de graça.
952,It's free.,É gratuito.
953,It's here.,Está aqui.
954,It's here.,É aqui.
955,It's hers.,É dela.
956,It's hers.,Isso é dela.
957,It's huge.,É enorme.
958,It's late.,Está tarde.
959,It's late.,É tarde.
960,It's mine.,É meu.
961,It's mine.,É minha.
962,It's okay.,Está bem.
963,It's open.,Está aberto.
964,It's ours.,É nosso.
965,It's over.,Acabou.
966,It's time.,Está na hora.
967,It's true!,É verdade!
968,It's true.,É verdade.
969,It's work.,É trabalho.
970,Keep away.,Mantenha-se afastado.
971,Keep back.,Afaste-se.
972,Keep back.,Fique afastado.
973,Keep calm.,Acalme-se.
974,Keep cool.,Mantenha a calma.
975,Keep cool.,Te acalma.
976,Keep down.,Fique abaixado.
977,Keep down.,Fique abaixada.
978,Keep that.,Fique com isso.
979,Keep them.,Fique com eles.
980,Keep them.,Fique com elas.
981,Keep this.,Fique com isto.
982,Keep warm.,Mantenha aquecido.
983,Kill them.,Mate-os.
984,Kill them.,Mate-as.
985,Leave Tom.,Deixe o Tom.
986,Leave now!,Saia agora!
987,Leave now.,Vá embora agora.
988,Let me go!,Deixe-me ir embora!
989,Let me in.,Deixe-me entrar.
990,Let us in.,Deixe-nos entrar.
991,Let's see.,Vejamos.
992,Listen up.,Escute.
993,Listen up.,Escutem.
994,Look back!,Olhe para trás!
995,Look back!,Olhem para trás!
996,Look back!,Olha pra trás!
997,Look back.,Olhe para trás!
998,Look back.,Olhem para trás!
999,Look here.,Olhe aqui.
1000,Look here.,Olha aqui.
1001,May I eat?,Posso comer?
1002,Move over.,Chegue para frente.
1003,Move over.,Chega para frente.
1004,Nice shot!,Belo tiro!
1005,Of course!,Claro!
1006,Of course!,Claro que sim!
1007,Of course!,É claro!
1008,Of course.,É claro.
1009,Of course.,Pois sim.
1010,Oh please!,"Oh, por favor!"
1011,Open fire!,Abrir fogo!
1012,Pardon me?,O que você disse?
1013,Pardon me?,Perdão?
1014,Put it on.,Coloque-o.
1015,Read this.,Leia isso.
1016,Read this.,Leiam isso.
1017,Say hello.,Diga olá.
1018,See above.,Vejam acima.
1019,Seize him!,Agarre-o!
1020,Seriously?,Sério?
1021,Seriously?,É mesmo?
1022,Seriously?,Mesmo?
1023,Seriously?,É sério?
1024,She cried.,Ela chorou.
1025,She cried.,Ela chorava.
1026,She tried.,Ela tentou.
1027,She tried.,Ela tentava.
1028,She walks.,Ela anda.
1029,She walks.,Ela caminha.
1030,She's hot.,Ela é gata.
1031,She's hot.,Ela está com calor.
1032,Sign here.,Assine aqui.
1033,Sign here.,Assina aqui.
1034,Sign this.,Assine isso.
1035,Sign this.,Assinem isso.
1036,Sign this.,Assine.
1037,Sit still.,Fique parado.
1038,Sit still.,Fique parada.
1039,Sit there.,Senta aí.
1040,Sit there.,Sente-se aí.
1041,Sit tight.,Peraí.
1042,Sit tight.,Aguenta firme
1043,Slow down.,Vá mais devagar.
1044,Slow down.,Devagar.
1045,Start now.,Comece agora.
1046,Stay away.,Fique longe.
1047,Stay calm.,Fique calmo.
1048,Stay calm.,Fique calma.
1049,Stay calm.,Mantenha a calma.
1050,Stay cool.,Fique calmo.
1051,Stay down!,Fique abaixado!
1052,Stay down!,Fiquem abaixados!
1053,Stay down.,Fique abaixado!
1054,Stay down.,Fiquem abaixados!
1055,Stay here.,Fiquem aqui.
1056,Stay here.,Fique aqui.
1057,Step back.,Para trás.
1058,Stop here.,Pare aqui.
1059,Stop that!,Pare com isso!
1060,Stop that!,Parem com isso!
1061,Stop that.,Pare com isso.
1062,Stop that.,Parem com isso.
1063,Stop them.,Detenha-nos.
1064,Stop them.,Detenham-nos.
1065,Take care!,Toma cuidado!
1066,Take care!,Te cuida!
1067,Take care!,Cuide-se!
1068,Take care!,Tome cuidado!
1069,Take care!,Se cuida!
1070,Take care.,Cuide-se!
1071,Take care.,Se cuida.
1072,Take mine.,Pegue o meu.
1073,Take mine.,Pegue a minha.
1074,Take this.,Pegue isso.
1075,Thank you.,Obrigado!
1076,Thank you.,Obrigada!
1077,Thank you.,Obrigado.
1078,Thank you.,Obrigada.
1079,That's OK.,Está tudo bem.
1080,That's OK.,Está tudo ok.
1081,That's it.,É isso.
1082,That's me.,Sou eu.
1083,Then what?,E daí?
1084,Then what?,E agora?
1085,Then what?,E então?
1086,They fell.,Eles sentiram.
1087,They fell.,Elas sentiram.
1088,They fell.,Sentiram.
1089,They left.,Eles saíram.
1090,They lied.,Eles mentiram.
1091,They lost.,Eles perderam.
1092,They swam.,Eles nadaram.
1093,They swam.,Elas nadaram.
1094,Tom cares.,Tom se importa.
1095,Tom cried.,Tom chorou.
1096,Tom dozed.,Tom cochilou.
1097,Tom drove.,Tom dirigiu.
1098,Tom fired.,Tom disparou.
1099,Tom is OK.,Tom está bem.
1100,Tom is in.,Tom está dentro.
1101,Tom knows.,Tom sabe.
1102,Tom moved.,Tom se mudou.
1103,Tom rocks.,Tom arrebenta.
1104,Tom spoke.,Tom falou.
1105,Tom stood.,O Tom levantou.
1106,Tom swims.,Tom nada.
1107,Tom swore.,Tom jurou.
1108,Tom tried.,O Tom tentou.
1109,Tom tries.,O Tom tenta.
1110,Tom voted.,Tom votou.
1111,Tom walks.,Tom caminha.
1112,Tom waved.,Tom acenou.
1113,Tom works.,Tom trabalha.
1114,Tom'll go.,Tom irá.
1115,Tom'll go.,Tom vai.
1116,Tom's sad.,Tom está triste.
1117,Tom's shy.,Tom é tímido.
1118,Trust Tom.,Confie em Tom.
1119,Try again.,Tente mais uma vez.
1120,Try again.,Tenta de novo.
1121,Try again.,Tentem de novo.
1122,Try again.,Tente de novo.
1123,Try it on.,Experimente-a.
1124,Try it on.,Experimente-o.
1125,Turn left.,Vire à esquerda.
1126,Wait here.,Esperem aqui.
1127,Wait here.,Espere aqui.
1128,Watch Tom.,Olha o Tom.
1129,Watch out!,Cuidado!
1130,Way to go!,Assim é que é!
1131,We agreed.,Concordamos.
1132,We agreed.,Nós concordamos.
1133,We did it!,Nós conseguimos!
1134,We did it.,Conseguimos.
1135,We failed.,Falhamos.
1136,We failed.,Nós falhamos.
1137,We forgot.,Nós esquecemos.
1138,We forgot.,Esquecemos.
1139,We goofed.,Nós erramos.
1140,We talked.,Conversamos.
1141,We talked.,Nós conversamos.
1142,We waited.,Esperamos.
1143,We waited.,Nós esperamos.
1144,We'll see.,Veremos.
1145,We'll see.,Nós veremos.
1146,We'll try.,Tentaremos.
1147,We'll try.,Nós vamos tentar.
1148,We'll try.,Nós tentaremos.
1149,We'll try.,A gente vai tentar.
1150,We'll win.,Venceremos.
1151,We'll win.,Nós venceremos.
1152,We're hot.,Estamos com calor.
1153,We're hot.,Nós estamos com calor.
1154,We're mad.,Estamos loucos.
1155,We're old.,Estamos velhos.
1156,We're sad.,Nós estamos tristes.
1157,We're shy.,Somos tímidos.
1158,We're shy.,Somos tímidas.
1159,We've won!,Vencemos!
1160,We've won!,Nós vencemos!
1161,Well done!,Parabéns!
1162,Well done!,Bom trabalho!
1163,Well done!,Bem feito!
1164,Well done.,Bravo!
1165,Well done.,Bem feito!
1166,What's up?,E aí?
1167,What's up?,Tudo em cima?
1168,Who cares?,Quem se importa?
1169,Who cares?,Quem liga?
1170,Who is he?,Quem é ele?
1171,Who is it?,Quem é?
1172,Who knows?,Quem sabe?
1173,Who spoke?,Quem falou?
1174,Who stood?,Quem estava de pé?
1175,Who'll go?,Quem vai?
1176,Who's Tom?,Quem é Tom?
1177,Who's Tom?,Quem é o Tom?
1178,Who's she?,Quem é ela?
1179,Wonderful!,Que maravilha!
1180,Wonderful!,Maravilhoso!
1181,Wonderful!,Magnífico!
1182,You drive.,Você dirige.
1183,You idiot!,Seu idiota!
1184,You idiot!,Idiota!
1185,You start.,Você começa.
1186,You stink.,Você fede.
1187,You tried.,Você tentou.
1188,You tried.,Vocês tentaram.
1189,You're OK.,Você está bem.
1190,Aim higher.,Mire mais alto.
1191,All aboard!,Todos a bordo!
1192,Am I dying?,Estou morrendo?
1193,Am I dying?,Eu estou morrendo?
1194,Am I early?,Cheguei cedo?
1195,Am I early?,Eu cheguei cedo?
1196,Am I fired?,Estou demitido?
1197,Am I hired?,Estou contratado?
1198,Am I right?,Eu estou certo?
1199,Am I right?,Eu estou certa?
1200,Am I right?,Tenho razão?
1201,Am I wrong?,Estou errada?
1202,Am I wrong?,Estou errado?
1203,Answer Tom.,Responda ao Tom.
1204,Are you 18?,Você tem 18?
1205,Are you 18?,Você tem 18 anos?
1206,Are you 18?,Você tem 18 anos de idade?
1207,Are you 18?,Vocês têm 18?
1208,Are you 18?,Vocês têm 18 anos?
1209,Are you OK?,Você está bem?
1210,Are you OK?,Vocês estão bem?
1211,Are you OK?,Estás bem?
1212,Are you in?,Você está dentro?
1213,Ask around.,Pergunte por aí.
1214,Ask around.,Perguntem por aí.
1215,Be careful!,Toma cuidado!
1216,Be careful!,Tenha cuidado!
1217,Be careful!,Tome cuidado!
1218,Be careful.,Toma cuidado!
1219,Be careful.,Cuidado!
1220,Be careful.,Tome cuidado!
1221,Be careful.,Tenha cuidado.
1222,Be content.,Fique contente.
1223,Be patient.,Tenha paciência.
1224,Be serious.,Fique sério.
1225,Be serious.,Fique séria.
1226,Be serious.,Fiquem sérios.
1227,Be serious.,Fiquem sérias.
1228,Be serious.,Fica sério.
1229,Be serious.,Fica séria.
1230,Birds sing.,Pássaros cantam.
1231,Birds sing.,Os pássaros cantam.
1232,Breathe in.,Inspira.
1233,Bring food.,Traga comida.
1234,Bring food.,Tragam comida.
1235,Bring help.,Traga ajuda.
1236,Bring help.,Tragam ajuda.
1237,Bring wine.,Traga vinho.
1238,Bring wine.,Tragam vinho.
1239,Can I come?,Posso vir?
1240,Can I help?,Posso ajudar?
1241,Can I help?,Posso dar uma mãozinha?
1242,Can I stay?,Eu posso ficar?
1243,Carry this.,Carregue isso.
1244,Check that.,Verifique isso.
1245,Check that.,Verifica isso.
1246,Check that.,Verifiquem isso.
1247,Check this.,Verifique isto.
1248,Check this.,Verifica isto.
1249,Check this.,Verifiquem isto.
1250,Choose one.,Escolha um.
1251,Choose one.,Escolha uma.
1252,Come again.,Venha de novo.
1253,Come again.,Venha de novo!
1254,Come alone.,Venha sozinha.
1255,Come alone.,Venha sozinho.
1256,Come along.,Venha com a gente.
1257,Come along.,Venha conosco.
1258,Come along.,Vem com a gente.
1259,Come on in!,Entre!
1260,Come on in.,Entre.
1261,Come quick!,Venha rápido!
1262,Come quick!,Venha logo!
1263,Come quick!,Vem logo!
1264,Come to us.,Venha até nós.
1265,Cut it out!,Pare com isso.
1266,Cut it out!,Para com isso.
1267,Cut it out!,Parem com isso!
1268,Did Tom go?,O Tom foi?
1269,Did we win?,Vencemos?
1270,Did we win?,Ganhamos?
1271,Don't brag.,Não se gabe.
1272,Don't brag.,Não se gabem.
1273,Don't come.,Não venha.
1274,Don't come.,Não venham.
1275,Don't come.,Não venhas.
1276,Don't jump!,Não pule!
1277,Don't jump.,Não pule.
1278,Don't jump.,Não pulem.
1279,Don't move!,Não se mova!
1280,Don't move!,Não se mexa!
1281,Don't move.,Não se mova.
1282,Don't move.,Não se mexa.
1283,Don't move.,Não se mova!
1284,Don't move.,Não se mexa!
1285,Don't push.,Não empurre.
1286,Don't push.,Não empurrem.
1287,Don't push.,Não empurres.
1288,Don't sing.,Não cante.
1289,Don't sing.,Não cantes.
1290,Don't sing.,Não cantem.
1291,Don't stop.,Não pare.
1292,Don't talk!,Não fale!
1293,Don't wait.,Não espere.
1294,Eat slowly.,Coma devagar.
1295,Enjoy life.,Aproveite a vida.
1296,Enjoy life.,Desfrute a vida.
1297,Examine it.,Examine isso.
1298,Fill it up.,Encha o tanque.
1299,Fire burns.,O fogo queima.
1300,Follow Tom.,Siga o Tom.
1301,Follow Tom.,Sigam o Tom.
1302,Follow him.,Siga-o.
1303,Follow him.,Sigam-no!
1304,Follow him.,Segue-o.
1305,Forget Tom.,Esqueça o Tom.
1306,Forget Tom.,Esqueçam o Tom.
1307,Forget him.,Esqueça-o.
1308,Forgive me.,Perdoe-me.
1309,Forgive me.,Perdoem-me.
1310,Forgive us.,Perdoe-nos.
1311,Forgive us.,Nos perdoe.
1312,Get inside.,Entre.
1313,Get inside.,Entrem.
1314,Get moving.,Mexa-se.
1315,"Go on, Tom.","Continue, Tom."
1316,Go warm up.,Vá se aquecer.
1317,God exists.,Deus existe.
1318,Good night.,Boa noite.
1319,Have faith.,Tenha fé.
1320,Have faith.,Tenham fé.
1321,He ate out.,Ele comeu fora.
1322,He gave in.,Ele cedeu.
1323,He gave up.,Ele desistiu.
1324,He hung up.,Ele desligou.
1325,He is a DJ.,Ele é DJ.
1326,He is kind.,Ele é generoso.
1327,He is lazy.,Ele é preguiçoso.
1328,He is nice.,Ele é legal.
1329,He is sick.,Ele está doente.
1330,He is tall.,Ele é alto.
1331,He is tall.,Ele é grande.
1332,He laughed.,Ele estava rindo.
1333,He laughed.,Ele riu.
1334,He's Swiss.,Ele é suíço.
1335,He's broke.,Ele está duro.
1336,He's cruel.,Ele é cruel.
1337,He's happy.,Ele é feliz.
1338,He's lying.,Ele está mentindo.
1339,He's lying.,Ele mente.
1340,He's smart.,Ele é inteligente.
1341,Here he is!,Aqui está ele!
1342,Here it is.,Aqui está.
1343,"Hey, relax.","Ei, relaxa."
1344,"Hey, relax.","Ei, relaxe."
1345,"Hey, relax.","Ei, relaxem."
1346,How absurd!,Que absurdo!
1347,How clever!,Que esperto!
1348,How is Tom?,Como Tom está?
1349,How is Tom?,Como está o Tom?
1350,How is Tom?,Como vai o Tom?
1351,How lovely!,Que amável!
1352,How tragic!,Que trágico!
1353,Hurry home.,Corra para casa.
1354,I admit it.,Eu admito.
1355,I am a boy.,Sou menino.
1356,I am a boy.,Eu sou um menino.
1357,I am a boy.,Eu sou um garoto.
1358,I am a boy.,Sou um menino.
1359,I am a boy.,Sou um garoto.
1360,I am a man.,Eu sou homem.
1361,I am happy.,Eu sou feliz.
1362,I am happy.,Eu estou feliz.
1363,I am happy.,Estou contente.
1364,I am happy.,Sou feliz.
1365,I am happy.,Estou feliz.
1366,I am happy.,Me sinto feliz.
1367,I am human.,Eu sou humano.
1368,I am human.,Sou humano.
1369,I am ready.,Estou pronto.
1370,I am ready.,Estou preparado.
1371,I am ready.,Eu estou pronto.
1372,I am smart.,Eu sou inteligente.
1373,I built it.,Eu o construí.
1374,I can cook.,Eu posso cozinhar.
1375,I can jump.,Eu posso pular.
1376,I can read.,Eu sei ler.
1377,I can sing.,Eu sei cantar.
1378,I can swim.,Eu sei nadar.
1379,I can wait.,Eu posso esperar.
1380,I canceled.,Eu cancelei.
1381,I did well.,Eu fui bem.
1382,I disagree.,Eu discordo.
1383,I disagree.,Discordo.
1384,I doubt it.,Eu duvido.
1385,I eat here.,Eu como aqui.
1386,I eat meat.,Eu como carne.
1387,I envy her.,Eu a invejo.
1388,I envy him.,Eu o invejo.
1389,I feel old.,Sinto-me velho.
1390,I feel old.,Sinto-me velha.
1391,I felt bad.,Eu me senti mal.
1392,I felt ill.,Eu me senti mal.
1393,I fixed it.,Eu o consertei.
1394,I fixed it.,Eu a consertei.
1395,I found it.,Encontrei!
1396,I found it.,Achei!
1397,I found it.,Eu a encontrei.
1398,I found it.,Eu o encontrei.
1399,I found it.,Encontrei-a.
1400,I found it.,Eu encontrei.
1401,I found it.,Encontrei.
1402,I found it.,Achei.
1403,I found it.,Eu achei.
1404,I got an A.,Tirei um 10.
1405,I got an A.,Tirei 10.
1406,I got away.,Eu fugi.
1407,I got away.,Eu saí
1408,I got lost.,Eu me perdi.
1409,I got sick.,Eu fiquei doente.
1410,I guess so.,Eu acho que sim.
1411,I had help.,Eu tive ajuda.
1412,I hate Tom.,Odeio Tom.
1413,I hate you.,Te odeio.
1414,I hate you.,Eu te detesto.
1415,I hate you.,Eu te odeio.
1416,I have OCD.,Eu tenho TOC.
1417,I have OCD.,Eu tenho o transtorno obsessivo compulsivo.
1418,I have one.,Eu tenho um.
1419,I have won.,Eu venci.
1420,I hear you.,Estou te ouvindo.
1421,I hear you.,Eu te ouço.
1422,I hope not.,Espero que não.
1423,I hope not.,Eu espero que não.
1424,I just ate.,Acabei de comer.
1425,I know Tom.,Eu conheço o Tom.
1426,I know Tom.,Conheço o Tom.
1427,I know him.,Eu conheço-o.
1428,I know now.,Agora sei.
1429,I know you.,Eu te conheço.
1430,I left Tom.,Eu deixei Tom.
1431,I like Tom.,Eu gosto do Tom.
1432,I like art.,Eu gosto de arte.
1433,I like art.,Gosto de arte.
1434,I like him.,Eu gosto dele.
1435,I like tea.,Eu gosto de chá.
1436,I like you.,Eu gosto de você.
1437,I like you.,Gosto de você.
1438,I like you.,Eu gosto de vocês.
1439,I like you.,Gosto de vocês.
1440,I liked it.,Eu gostei.
1441,I love Tom.,Eu amo Tom.
1442,I love her.,Eu a amo.
1443,I love her.,Amo-a.
1444,I love him.,Amo-o.
1445,I love tea.,Eu adoro chá.
1446,I love you.,Eu te amo.
1447,I love you.,Eu amo você.
1448,I love you.,Eu a amo.
1449,I love you.,Eu te amo!
1450,I love you.,Eu amo vocês.
1451,I love you.,Eu vos amo.
1452,I love you.,Amo você.
1453,I love you.,Amo-vos.
1454,I love you.,Amo-te.
1455,I love you.,Amo a ti.
1456,I love you.,Amo a vós.
1457,I love you.,Amo-o.
1458,I love you.,Eu o amo.
1459,I love you.,Te amo!
1460,I love you.,Amo-a.
1461,I love you.,Eu amo você!
1462,I made two.,Eu fiz dois.
1463,I made two.,Eu fiz duas.
1464,I miss Tom.,Eu sinto saudades do Tom.
1465,I miss Tom.,Sinto saudades do Tom.
1466,I miss you.,Estou com saudades de você.
1467,I miss you.,Saudades.
1468,I miss you.,Sinto a tua falta.
1469,I miss you.,Tenho saudades tuas.
1470,I miss you.,Saudade de você!
1471,I need air.,Eu preciso de ar.
1472,I need you.,Eu preciso de você.
1473,I need you.,Eu preciso de vocês.
1474,I need you.,Preciso de você.
1475,I need you.,Preciso de ti.
1476,I paid Tom.,Eu paguei Tom.
1477,I panicked.,Eu entrei em pânico.
1478,I promised.,Prometi.
1479,I ran home.,Corri para casa.
1480,I remember.,Eu me lembro.
1481,I remember.,Eu lembro.
1482,I remember.,Lembro.
1483,I remember.,Me lembro.
1484,I remember.,Eu me recordo.
1485,I resigned.,Eu renunciei.
1486,I said yes.,Eu disse sim.
1487,I said yes.,Disse sim.
1488,I sat down.,Eu me sentei.
1489,I saw that.,Eu o vi.
1490,I saw that.,Eu vi.
1491,I saw them.,Eu os vi.
1492,I screamed.,Eu gritei.
1493,I screamed.,Gritei.
1494,I see that.,Eu sei disso.
1495,I see that.,Estou vendo.
1496,I see that.,Eu assisto isso.
1497,I survived.,Eu sobrevivi.
1498,I think so.,Eu acho que sim.
1499,I think so.,Acredito que sim.
1500,I think so.,Acho que sim.
1501,I threw up.,Eu vomitei.
1502,I told Tom.,Eu disse a Tom.
1503,I use this.,Eu uso isto.
1504,I use this.,Eu uso isso.
1505,I want Tom.,Eu quero o Tom
1506,I want Tom.,Quero o Tom.
1507,I want one!,Quero um!
1508,I want one.,Quero um!
1509,I want one.,Eu quero um.
1510,I want one.,Eu quero uma.
1511,I want you.,Eu te quero.
1512,I want you.,Quero-te.
1513,I want you.,Eu a quero.
1514,I want you.,Eu o quero.
1515,I was cold.,Eu estava com frio.
1516,I was full.,Eu estava cheio.
1517,I was good.,Eu era bom.
1518,I was lost.,Eu estava perdido.
1519,I was sick.,Eu estava doente.
1520,I whistled.,Eu dei um assobio.
1521,I whistled.,Eu assobiei.
1522,I will try.,Vou tentar.
1523,I will try.,Eu tentarei.
1524,I will try.,Eu vou tentar.
1525,I won't go.,Não irei.
1526,I won't go.,Eu não irei.
1527,I'd buy it.,Eu compraria.
1528,I'll be OK.,Eu vou ficar bem.
1529,I'll check.,Verificarei.
1530,I'll drive.,Dirigirei.
1531,I'll go in.,Eu vou entrar.
1532,I'll go in.,Vou entrar.
1533,I'll leave.,Eu vou embora.
1534,I'll leave.,Vou embora.
1535,I'll shoot.,Eu vou atirar.
1536,I'll start.,Começarei.
1537,I'm 30 now.,Tenho trinta anos agora.
1538,I'm 30 now.,Eu tenho 30 anos agora.
1539,I'm a cook.,Sou cozinheiro.
1540,I'm a cook.,Sou cozinheira.
1541,I'm a hero.,Sou herói.
1542,I'm a hero.,Sou um herói.
1543,I'm a hero.,Eu sou uma heroína.
1544,I'm a mess.,Eu sou uma bagunça.
1545,I'm a poet.,Sou poeta.
1546,I'm afraid.,Estou com medo.
1547,I'm better.,Eu sou melhor.
1548,I'm better.,Estou melhor.
1549,I'm bushed.,Estou exausto.
1550,I'm bushed.,Eu estou exausto.
1551,I'm chubby.,Sou gordinho.
1552,I'm clumsy.,Eu sou desajeitado.
1553,I'm clumsy.,Sou desastrado.
1554,I'm clumsy.,Sou desajeitado.
1555,I'm coming.,Estou vindo.
1556,I'm coming.,Estou chegando.
1557,I'm coming.,Eu estou vindo.
1558,I'm coming.,Eu estou chegando.
1559,I'm eating.,Estou comendo.
1560,I'm eating.,Estou a comer.
1561,I'm eating.,Eu estou comendo.
1562,I'm famous.,Estou famoso.
1563,I'm faster.,Eu sou mais rápido.
1564,I'm faster.,Eu sou mais rápida.
1565,I'm guilty.,Eu sou culpado.
1566,I'm guilty.,Eu sou culpada.
1567,I'm hiding.,Eu estou me escondendo.
1568,I'm honest.,Eu sou honesto.
1569,I'm humble.,Sou humilde.
1570,I'm hungry!,Estou com fome!
1571,I'm hungry!,Estou faminto!
1572,I'm hungry!,Quero comer.
1573,I'm hungry!,Tenho fome.
1574,I'm hungry!,Estou com fome.
1575,I'm hungry.,Estou com fome.
1576,I'm in bed.,Estou na cama.
1577,I'm inside.,Estou dentro.
1578,I'm inside.,Eu estou dentro.
1579,I'm joking.,Estou brincando.
1580,I'm lonely.,Eu me sinto só.
1581,I'm losing.,Estou perdendo.
1582,I'm mature.,Eu sou maturo.
1583,I'm normal.,Eu sou normal.
1584,I'm not OK.,Eu não estou bem.
1585,I'm not in.,Eu não estou dentro.
1586,I'm not in.,Não estou dentro.
1587,I'm scared.,Estou assustado.
1588,I'm sleepy.,Estou com sono.
1589,I'm sneaky.,Sou sorrateiro.
1590,I'm so fat.,Estou tão gorda.
1591,I'm so fat.,Eu sou muito gordo.
1592,I'm so fat.,Estou tão gordo.
1593,I'm so fat.,Eu sou tão gordo.
1594,I'm so fat.,Sou muito gordo.
1595,I'm strong.,Eu sou forte.
1596,I'm strong.,Sou forte.
1597,I'm sweaty.,Estou suado.
1598,I'm sweaty.,Estou suada.
1599,I'm thirty.,Tenho trinta anos.
1600,I'm thirty.,Eu tenho trinta anos.
1601,I'm trying.,Eu estou tentando.
1602,I'm trying.,Estou tentando.
1603,I'm twelve.,Tenho 12 anos.
1604,I'm twelve.,Tenho 12 anos de idade.
1605,I'm twelve.,Eu tenho doze anos de idade.
1606,I'm twelve.,Eu tenho 12 anos.
1607,I'm uneasy.,Estou desconfortável.
1608,I'm untidy.,Sou desorganizado.
1609,I'm untidy.,Sou desorganizada.
